title,content,nro_licitacion,tipo_variable,llm_response
En todos los casos las reparaciones serán hechas por los entes responsables de dichos servicios, con
su personal, equipo y materiales. El Contratista está obligado a brindar toda la coperación que sea
necesaria para la rápida y efectiva solución del o los inconvenientes que se presentaren.
En el empalme con los pavimentos existentes, el pavimento de hormigón hidráulico comprenderá,
además de la carpeta de rodamiento, la ejecución de vigas de borde de hormigón armado, según
detales indicados en los planos respectivos. En caso necesario, se deberá prever además la remoción
de los pavimentos adyacentes a fin de lograr empalmes adecuados desde el punto de vista del
42/148
escurimiento de las aguas superficiales.
En todos los casos de ejecución de remoción de empedrado, una vez terminada la preparación de la
base de asiento del pavimento, se procederá a la compactación del empedrado repuesto mediante la
utilización de un rodilo aprobado por el Fiscal de Obra. Se realizarán cuatro (4) pasadas sobre cada
área del empedrado con la máxima potencia, iniciando desde los bordes y desplazándose hacia el
centro.
En las zonas cercanas a los cordones donde el rodilo vibrante no pueda ser utilizado, la
compactación se completará con medios manuales (pisones) y posteriormente con medios
mecánicos livianos (planchas o sapitos vibro compactadores).
Después de esta operación, el Contratista hará los retoques necesarios para dejar en condiciones la
base de asiento. Si después de las pasadas de rodilo queda material suelto, el mismo deberá ser
retirado.
Luego la superficie del empedrado deberá ser barida con cepilo metálico y soplado con aire
comprimido, extrayendo la arena y/o material suelto de las juntas hasta 2 cm por debajo del nivel del
empedrado.
Las rendijas o juntas formadas (abertura entre piedra y piedra) deberán ser lenadas con arena lavada
de río de tal forma que la superficie formada para el asiento del pavimento hidráulico sea lo más
uniforme posible.
Esta superficie, antes de la colocación del hormigón, deberá ser regada para que la misma no
absorba el agua del hormigón. Durante esta operación se deberá evitar la formación de pequeños
charcos.
Si faltara piedra para la reconstrución del empedrado, la provisión corerá por cuenta del
Contratista.
Colocación de guías
Las guías serán metálicas especiales para este tipo de obras, de tres (3) metros de longitud mínima
para los alineamientos rectos, rígidas sin deformaciones. Estas deberán apoyarse totalmente sobre la
base pétrea previamente compactada. Deberán estar firmemente aseguradas de tal forma de evitar
su movimiento durante el paso de la regla vibradora, por medio de anclajes al suelo o podrán estar
apoyadas sobre un hormigón pobre. El Contratista podrá poner a consideración del Fiscal de Obra un
mejor sistema constructivo para la fijación de las guías.
Si las guías se mueven con el paso de la regla, se tendrá una terminación superficial defectuosa del
hormigón.
El Contratista, con anticipación, solicitará al Director de Obra la verificación con instrumental de
precisión (nivel óptico) de la nivelación, los dispositivos de anclajes y la estabilidad de las guías antes
de la iniciación del hormigonado.
Las guías serán retiradas lo antes posible al terminar el paño corespondiente y en las bocacales, y
los huecos por elas dejados serán inmediatamente relenados con hormigón vibrado de las mismas
características que el utilizado en la pavimentación de la calzada.
Las guías estarán bien limpias y una vez colocadas; previo al hormigonado, serán perfectamente
aceitadas con aceite vegetal.
43/148
Mezclado y transporte del hormigón
No se recibirá en obra hormigón cuyo asentamiento del cono de Abrams no esté comprendido entre 6
y 9 cm y cuya temperatura supere los 32 ºC, en el momento previo a la descarga.
Para reducir la temperatura de la masa del hormigón durante la elaboración, podrá emplearse agua
fría, con trozos de hielo, y de ser posible los áridos se almacenarán protegidos del sol. Con el ensayo
del cono de Abrams se regulará la cantidad de agua a la mezcla en planta.
A fin de evitar las fisuras de afogarado, el horario de hormigonado será planificado de tal modo de
evitar en lo posible la influencia de muy altas temperaturas ambientales y vientos muy fuertes.
La descarga de la moto hormigonera (mixer) deberá realizarse antes de los siguientes límites:
60 minutos a partir del momento en que se pongan en contacto el cemento con los agregados
o con el agua.
no más de 30 giros del tambor.
Estos límites deben reducirse bajo condiciones climáticas rigurosas.
Si los camiones tienen dispositivo agitador, la descarga deberá completarse dentro de los 30
minutos, contados a partir del momento en que se pone en contacto el cemento con los agregados o
con el agua.
La colocación del hormigón se iniciará inmediatamente después de las operaciones de mezclado y
transporte.
Para el mezclado y transporte de la mezcla de hormigón podrá adoptarse cualquiera de las siguientes
alternativas.
Planta central de dosificación, mezclado y transporte en camiones mezcladores
La planta de dosificación estará ubicada a una distancia máxima de transporte de sesenta (60)
minutos del sitio de obras y su capacidad de produción será como mínimo 20 m3/h de mezcla.
La dosificación de los agregados será en peso y el agregado de cemento será por peso con balanza
propia de corte automático. No se permitirá la dosificación en bolsa sino mediante silo metálico de
almacenamiento a granel. La medición de la cantidad de agua se hará con mecanismo de corte
automático.
El cemento estará permanentemente protegido de la ación del viento. Las paletas mezcladoras de
los camiones estarán limpias de hormigón y sin excesivo desgaste. Se dispondrá la cantidad
necesaria de camiones mezcladores para garantizar la provisión continua del hormigón elaborado.
No se permitirán demoras mayores de treinta (30) minutos entre uno y otro camión en el proceso de
descarga.
Distribución y compactación del hormigón
Debido a que la ación expansiva del agua intersticial del hormigón, impide que este alcance la
resistencia necesaria, no se podrá realizar hormigonado en caso de que la temperatura ambiente
durante y las siguientes 72 horas al mismo, según datos y pronósticos meteorológicos, sea menor o
4/148
igual a 5ºC.
No se recomienda trabajos de hormigonado cuando la temperatura ambiente a la sombra supere los
35ºC y no se habilitará pista alguna cuando la temperatura ambiente a la sombra supere los 38ºC o
con vientos superiores a los 40 km/h.
En caso de trabajo en climas rigurosos, el Contratista deberá programar las medidas y precauciones
necesarias, de manera de obtener un producto final que cumpla con todas las exigencias
especificadas.
No se permitirá agregar agua a la mezcla proveniente de los camiones, una vez estos leguen a obra.
El hormigón verificado con los ensayos de control, será depositado por el camión volcador o el mixer
sobre la superficie bien regada del empedrado. El mismo será distribuido a mano, con la ayuda de
palas, frente a la regla vibradora.
La regla vibradora será movida por ""criques"" acionados por motores eléctricos (a fin de darle un
desplazamiento continuo y reducir los posibles defectos de lisura), mediante cables de acero.
Cuando se desplaza la regla vibrante deberá arastrar en su frente un rolo de hormigón fresco para
garantizar que la regla vibrante apoye efectivamente sobre la superficie del hormigón para su
perfilado y compactación. Durante el desplazamiento debe cuidarse que las ruedas apoyen
directamente sobre las guías, para lo cual debe limpiarse permanentemente de restos de hormigón el
tramo de guías que va recoriendo la regla. Si la rueda de la regla tiende a levantarse, se dispondrán
contrapesos sobre la misma.
Apoyará sobre las guías mediante ruedas metálicas y la unión entre la regla y las ruedas se hará
mediante un mecanismo amortiguador, de modo tal que la regla apoye totalmente sobre el
hormigón transmitiéndole su vibración.
El perfil de la regla vibradora será el apropiado para dejar una superficie perfilada continua, sin
ondulaciones y el (los) motor (es) tendrá (n) la potencia adecuada para obtener una energía vibrante
capaz de compactar eficientemente el hormigón.
Se regulará la frecuencia de vibración hasta conseguir la máxima eficacia vibrante y dejar la
superficie del hormigón bien perfilada y lisa.
Coreciones y acabado superficial
En ningún caso se aceptarán reparaciones superficiales una vez iniciado el fraguado del hormigón.
Para realizar coreciones puntuales en el hormigón después del paso de la regla, se dispondrá un
puente de servicio que apoye con ruedas sobre las guías, o sobre cabaletes. Las coreciones se
harán una vez que el hormigón haya exudado si es de alta exudación; caso contrario, podrá realizarse
a continuación de la colocación y vibrado, en cualquiera de los casos será sometido a la aprobación
del Fiscal de Obra.
Apenas se termine la operación precedente, se procederá a confrontar la lisura superficial del
pavimento mediante el empleo de una regla de aluminio de tres (3) metros de longitud. Dicha regla se
colocará en diversas posiciones paralelas al eje longitudinal del pavimento. Cualquier iregularidad
45/148
superficial que exceda los 10 m, será coregida de inmediato con fratases de madera, sin remojar el
hormigón.
Luego de las coreciones puntuales, cuando el hormigón se encuentre libre de excesos de humedad
y justamente antes de su fragüe inicial, se procederá con los trabajos relativos al acabado superficial.
Primeramente, se pasarán cintas de cáñamo humedecidas, con movimientos cortos de vaivén en
sentido perpendicular al eje longitudinal del pavimento y acompañadas de un movimiento de
avance, manteniéndolas tensas y firmemente apoyadas sobre la superficie del pavimento.
A continuación, a fin de conferirle al pavimento la rugosidad necesaria, se pasará una lona de
arpilera humedecida, con movimientos en direción perpendicular al sentido de circulación.
El número de pasadas de la cinta de cáñamo y de la lona de arpilera dependerá de la experiencia del
(os) operador (es), siendo en ambos casos uno (1) el número mínimo de pasadas requerido. Tanto la
cinta de cáñamo como la lona de arpilera deberán estar embebidas en agua antes de su uso.
Curado
Cuando se haya producido la evaporación del agua libre, que ocure cuando la superficie pasa de
brilante a opaca, se aplicará el compuesto de curado aprobado, con ayuda de un rociador para la
aplicación del líquido.
Juntas, aserado y selado
Cuando el hormigón haya logrado la madurez necesaria, que permita el manipuleo de las máquinas
