titulo,pre_informacion,cuerpo,post_informacion,ayuda,editable,no_aplica,opcional
Multas,,"<p>Las multas y otras penalidades que rigen en el presente contrato serán aplicadas conforme con lo establecido en el pliego de bases y condiciones. Superado el monto equivalente a la Garantía de Fiel Cumplimiento de Contrato, la contratante podrá aplicar el procedimiento de rescisión de contratos de conformidad al Artículo 97 del Decreto N° 9823/23 POR LA CUAL SE REGLAMENTA LA LEY N° 7021/2022 ""DE SUMINISTRO Y CONTRATACIONES PÚBLICAS”, caso contrario deberá seguir aplicando el monto de las multas que correspondan.</p>

<p>La rescisión del contrato o la aplicación de multas por encima del porcentaje de la Garantía de Cumplimiento del Contrato deberá comunicarse a la DNCP a los fines previstos en el artículo 144 de la Ley N° 7021/22.</p>",,,False,False,False
"Causales y procedimientos para suspender, terminar o rescindir",,"<p>Las causales y el procedimiento para suspender temporalmente, dar por terminado en forma anticipada o rescindir el contrato, son las establecidas en la Ley N° 7021/22, y en las Condiciones Contractuales de este pliego de bases y condiciones.</p>",,,False,False,False
Solución de Controversias,,<p>Cualquier diferencia que surja durante la ejecución de los contratos se dirimirá conforme las reglas establecidas en la legislación aplicable y en las Condiciones Contractuales.</p>,,,False,False,False
Anulación de la adjudicación,,"<p>Si la Dirección Nacional de Contrataciones Públicas resolviera anular la adjudicación de la Contratación debido a la procedencia de una protesta o investigación instaurada en contra del procedimiento, y si dicha nulidad afectara al contrato ya suscrito entre LAS PARTES, el Contrato o la parte del mismo que sea afectada por la nulidad, quedará automáticamente sin efecto de pleno derecho, a partir de la comunicación oficial realizada por la DNCP, debiendo asumir LAS PARTES las responsabilidades y obligaciones derivadas de lo ejecutado del contrato.</p>",,,False,False,False
IDIOMA DEL CONTRATO,,"<p>El contrato, así como toda la correspondencia y documentos relativos al contrato, deberán ser escritos en idioma castellano. Los documentos de sustento y material impreso que formen parte del contrato, pueden estar redactados en otro idioma siempre que estén acompañados de una traducción realizada por traductor matriculado en la República del Paraguay, en sus partes pertinentes al idioma castellano y, en tal caso, dicha traducción prevalecerá para efectos de interpretación del contrato.</p>

<p>El proveedor correrá con todos los costos relativos a las traducciones, así como todos los riesgos derivados de la exactitud de dicha traducción.</p>

<p>En el mismo plazo indicado en el párrafo anterior, se deberá remitir a la convocante la actualización de la mencionada declaración jurada, una vez finalizada la ejecución del presente contrato.</p>",,,False,False,False
Suscripción,,"<p>EN TESTIMONIO de conformidad se suscriben 2 (dos) ejemplares de un mismo tenor y a un solo efecto en la Ciudad de ___________________ República del Paraguay al día___________ mes___________ y año_____________.</p>

<p><strong>Firmado por:</strong>&nbsp;_____________________________ en nombre de la Contratante.</p>

<p><strong>Firmado por</strong>:&nbsp;_____________________________ en nombre del Proveedor.</p>",,,True,False,False
FORMULARIO DE LA OFERTA COMERCIAL,,"<h1>FORMULARIO DE LA OFERTA COMERCIAL</h1>

<p>&nbsp;</p>

<div>
<p>Nota: Deberá detallarse en el modelo de nota los rubros a asegurar. Al final se expondrá la suma total ofertada, al contado y en cuotas, por todas las coberturas previstas.</p>

<p>&nbsp;</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>
</div>

<p>OFERTA COMERCIAL</p>

<p>&nbsp;</p>

<p>Fecha:</p>

<p>ID Nº</p>

<p>Llamado a Licitación:</p>

<p>&nbsp;</p>

<div>
<p>A:</p>
</div>

<p>En los términos y condiciones del Pliego de Bases y Condiciones ofrecemos la siguiente oferta comercial:</p>

<p>&nbsp;</p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>POR RUBRO SUMA ASEGURADA&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; CONTADO&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;CUOTAS</td>
		</tr>
		<tr>
			<td>(Por ejemplo</td>
		</tr>
		<tr>
			<td>Incendio</td>
		</tr>
		<tr>
			<td>Robo</td>
		</tr>
		<tr>
			<td>Automóviles</td>
		</tr>
	</tbody>
</table>

<p>Total de nuestra oferta contado:&nbsp;&nbsp; Gs.</p>

<p>Total de nuestra oferta en cuotas: Gs.</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; FIRMA Y SELLO DEL OFERENTE</p>",,"<p><em>[No formará parte del valor de la prima/premio, la comisión por pago a agentes, considerando que la contratación es directa con la aseguradora y no configura la comisión por intermediación].</em></p>",True,False,False
FORMULARIO DE INFORMACIÓN SOBRE PÓLIZAS EMITIDAS A FAVOR DE INSTITUCIONES DEL SECTOR PÚBLICO,,"<p>FORMULARIO DE INFORMACIÓN SOBRE DE PÓLIZAS EMITIDAS A FAVOR DE INSTITUCIONES DEL SECTOR PÚBLICO</p>

<p>&nbsp;</p>

<p>ID No.:_______________________</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; De conformidad a lo requerido por la Convocante, ponemos a conocimiento el número de pólizas emitidas a favor de Instituciones del Sector Público, excluidas las Binacionales, y el detalle de las que han sido judicializadas en los últimos _______ (_____) [se recomienda obtener datos de los últimos tres años anteriores al del proceso de contratación], años, y la situación actual de dichos reclamos.</p>

<p>&nbsp;</p>

<table border=""1"" cellspacing=""0"">
	<tbody>
		<tr>
			<td>
			<p>AÑO</p>
			</td>
			<td>
			<p>TOMADOR</p>
			</td>
			<td>
			<p>RIESGO ASEGURADO</p>
			</td>
			<td>
			<p>SUMA ASEGURADA</p>
			</td>
			<td>
			<p>PRIMA</p>
			</td>
			<td>
			<p>VIGENCIA DE LA COBERTURA</p>
			</td>
			<td>
			<p>SINIESTROS<br />
			SI/NO</p>
			</td>
		</tr>
		<tr>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
		</tr>
		<tr>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Proporcionamos la presente información en carácter de declaración jurada. Así mismo, se autoriza expresamente a la Convocante y a la Dirección Nacional de Contrataciones Públicas, a recabar información, de la Superintendencia de Seguros del Banco Central del Paraguay, a fin de corroborar la información proveída en el presente documento.</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>Firma: [Identificar al Oferente]</p>

<p>En calidad de [indicar la calidad jurídica de la persona que firma la presente declaración]</p>

<p>Nombre: [indicar el nombre completo de la persona que firma la presente declaración]</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ______________________</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Firma</p>

<p>&nbsp;</p>

<p><em>Organismo / Entidad / Municipalidad: Deberá indicarse a favor de quien se emitió la póliza</em></p>

<p><em>Objeto del seguro: Deberá indicarse cuál fue el objeto del seguro contratado</em></p>

<p><em>Fecha de emisión: Deberá indicarse la fecha en la que se emitió la póliza</em></p>

<p><em>Juzgado: Deberá indicarse el Juzgado ante el cual se promovió la acción judicial</em></p>

<p><em>Estado actual: Deberá indicarse la situación del juicio a la fecha de emisión de la declaración</em></p>",,<p><em>[El oferente deberá completar este formulario de acuerdo con las instrucciones siguientes.&nbsp;No se aceptará ninguna alteración a este formulario ni se aceptarán substitutos.]</em></p>,True,False,False
FORMULARIO DE INFORMACIÓN SOBRE SINIESTROS INDEMNIZADOS A FAVOR DE INSTITUCIONES DEL SECTOR PÚBLICO,,"<p>FORMULARIO DE INFORMACIÓN SOBRE SINIESTROS INDEMNIZADOS A FAVOR DE INSTITUCIONES DEL SECTOR PÚBLICO</p>

<p>ID No.:_______________________</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; De conformidad a lo requerido por la Convocante, ponemos a conocimiento el número de pólizas emitidas a favor de Instituciones del Sector Público, excluidas las Binacionales, y el detalle de las que han sido judicializadas en los últimos _______ (_____) [se recomienda obtener datos de los últimos tres años anteriores al del proceso de contratación], años, y la situación actual de dichos reclamos.</p>

<p>&nbsp;</p>

<table border=""1"" cellspacing=""0"">
	<tbody>
		<tr>
			<td>
			<p>AÑO</p>
			</td>
			<td>
			<p>CANTIDAD DE POLIZAS SINIESTRADAS</p>
			</td>
			<td>
			<p>CANTIDAD DE SINIESTROS INDEMNIZADOS</p>
			</td>
		</tr>
		<tr>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
		</tr>
		<tr>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Proporcionamos la presente información en carácter de declaración jurada. Así mismo, se autoriza expresamente a la Convocante y a la Dirección Nacional de Contrataciones Públicas, a recabar información, de la Superintendencia de Seguros del Banco Central del Paraguay, a fin de corroborar la información proveída en el presente documento.</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>Firma: [Identificar al Oferente]</p>

<p>En calidad de [indicar la calidad jurídica de la persona que firma la presente declaración]</p>

<p>Nombre: [indicar el nombre completo de la persona que firma la presente declaración]</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ______________________</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Firma</p>

<p>&nbsp;</p>

<p><em>Organismo / Entidad / Municipalidad: Deberá indicarse a favor de quien se emitió la póliza</em></p>

<p><em>Objeto del seguro: Deberá indicarse cuál fue el objeto del seguro contratado</em></p>

<p><em>Fecha de emisión: Deberá indicarse la fecha en la que se emitió la póliza</em></p>

<p><em>Juzgado: Deberá indicarse el Juzgado ante el cual se promovió la acción judicial</em></p>

<p><em>Estado actual: Deberá indicarse la situación del juicio a la fecha de emisión de la declaración</em></p>",,<p><em>[El oferente deberá completar este formulario de acuerdo con las instrucciones siguientes.&nbsp;No se aceptará ninguna alteración a este formulario ni se aceptarán substitutos.]</em></p>,True,False,False
FORMULARIO DE GARANTÍA DE MANTENIMIENTO DE OFERTA,,"<p>ID No.:<em>_______________________</em></p>

<p>&nbsp;</p>

<p>A: _____________________________<em> [nombre completo de la Convocante]</em></p>

<p>&nbsp;</p>

<p>POR LA PRESENTE dejamos constancia que&nbsp; <em>[nombre del representante la entidad bancaria]</em>________________de ____ <em>[nombre de la entidad bancaria]</em>___________ con domicilio legal en __________________________________________________________ <em>[en lo sucesivo denominado “el Garante”]</em>, hemos contraído una obligación con ________________________________ <em>[en lo sucesivo denominado “la Convocante”]</em> por la suma de ______________________________, que el Garante, sus sucesores o cesionarios pagarán a la Convocante, en el marco de la oferta presentada por:<em> [nombre del oferente] </em>para la _________________________ <em>[indicar la descripción del llamado], </em>en caso de que se dé alguna de las siguientes condiciones:</p>

<ol>
	<li style=""list-style-type:none"">
	<ol style=""list-style-type:lower-alpha"">
		<li>Si el oferente altera las condiciones de su oferta,</li>
		<li>Si el oferente retira su oferta durante el período de validez de ofertas,</li>
		<li>Si no acepta la corrección aritmética del precio de su oferta, en caso de existir, o</li>
		<li>Si el adjudicatario no procede, por causa imputable al mismo a:
		<ol style=""list-style-type:lower-roman"">
			<li>Suministrar los documentos indicados en el pliego de bases y condiciones para la firma del contrato,</li>
			<li>Firmar el contrato; o</li>
			<li>Suministrar en tiempo y forma la garantía de cumplimiento de contrato.</li>
		</ol>
		</li>
		<li>Cuando se comprobare que las declaraciones juradas presentadas por el oferente adjudicado con su oferta sean falsas; o</li>
		<li>Si el adjudicatario no presentare las legalizaciones correspondientes para la firma del contrato, cuando éstas sean requeridas.</li>
	</ol>
	</li>
</ol>

<p>El Garante se obliga a pagar a la Convocante, hasta el monto arriba indicado, contra recibo de la primera solicitud por escrito por parte de la Convocante, sin que ésta tenga que justificar su demanda. El pago se condiciona a que la Convocante haga constar en su solicitud la suma que le es adeudada en razón de que ha ocurrido por lo menos una de las condiciones antes señaladas, y de que indique expresamente las condiciones que se hubiesen dado.</p>

<p>Esta garantía permanecerá en vigor durante el plazo indicado por la convocante en las bases de la contratación, y toda reclamación pertinente deberá ser recibida por el Garante a más tardar en la fecha indicada.</p>

<p>Firma ________________________&nbsp;&nbsp;</p>

<p>En calidad de____________________________</p>

<p>El día _______________________________ del mes de _________________ de ______.</p>

<div>
<p>&nbsp;</p>
</div>",,<p><em>[Formulario a utilizarse exclusivamente cuando se instrumente por Garantía Bancaria] </em></p>,True,True,False
